Ensemble_IDs,SRR3133925_nodiff_rep1,SRR3133926_nodiff_rep2,SRR3133927_nodiff_rep3,SRR3133928_diff_rep1,SRR3133929_diff_rep2,SRR3133930_diff_rep3
ENSG00000116198,5.45802851948009,5.51987413077496,5.46319558994258,5.58238665958851,5.63996065083772,5.63774382180899
ENSG00000169598,3.95267319966338,4.16085868314703,3.88683082051302,3.28240111758182,3.65881172885236,3.67536761474342
ENSG00000198912,4.67776120214629,4.80091432466307,4.69602146624481,4.64950085544704,4.65760293528278,4.64868557209092
ENSG00000196581,1.10678703970424,1.46525211874188,0.90472097940891,0.104677745579102,0.94501924778625,0.57906547644429
ENSG00000131697,5.3418691034252,5.44073876041874,5.29316279195665,4.4035506042388,4.35757746300264,4.4540238923271
ENSG00000069424,4.71310458048078,4.81820710924987,4.63608782057932,4.26872618068475,4.08648078510487,4.01878783990611
ENSG00000116254,3.85208099362959,3.71515909059006,3.29800568015947,4.16708591880891,4.34861659543101,4.18008782806155
ENSG00000116251,6.66975243815287,6.61092957393751,6.77282619181019,6.15810700800481,6.16727011046676,6.17964412667687
ENSG00000158286,4.6230676564006,4.81820710924987,4.62687909756341,3.28240111758182,3.63444130069761,3.72972214418182
ENSG00000116237,7.04794278425553,7.08149728940237,7.0783101491844,7.04490180385517,6.87783427433598,6.82614276196372
ENSG00000158292,6.16583258340148,6.23493188164111,6.04902017317573,6.7481820155958,6.80709454622243,6.72029571244432
ENSG00000097021,7.49892366230219,7.50564905949496,7.47457658773986,7.30912960461257,7.34505415216569,7.42155654999925
ENSG00000069812,-1.21514105518312,-1.47334733659398,-1.15756329884543,-0.208480139680528,0.94501924778625,0.779762826681419
ENSG00000187017,-0.418674449268253,0.0460268224996015,-1.33813554448725,-2.44551933698138,-1.17045796963369,-1.2390962005699
ENSG00000215788,4.98917267180411,5.06994231496226,5.05074279432474,5.51613706205803,5.69284335742715,5.86225751480397
ENSG00000171680,6.50523822580409,6.66039426835976,6.52934913270629,6.81355134159658,7.2350887449213,7.38622812888864
ENSG00000162408,4.77414139212831,4.87597075632489,4.83045300939224,4.46993327213057,4.48843354850232,4.68164840411875
ENSG00000173662,-2.00363694998941,-2.57288301014489,-3.66006363937462,0.104677745579102,-0.704794397284874,-0.357740697068516
ENSG00000204859,4.74760277515892,4.78843418592973,4.45367852667457,4.74289289183882,4.8832740143041,4.88910167526269
ENSG00000162413,4.10868407487684,4.33915088873959,4.10591304145066,4.72010552702731,4.51270375707557,4.36940181461205
ENSG00000116273,5.57104257746989,5.61623555653073,5.68201102862452,5.48606242263716,5.66062302229918,5.42810873493717
ENSG00000041988,4.10488750678876,4.02702983204223,3.96198818008176,3.82661052478783,3.7387208025701,3.69039582397575
ENSG00000007923,6.48274101627411,6.58878876994827,6.48076613139838,5.90004431709764,6.10832333333602,6.10028501432006
ENSG00000171735,6.42681560167612,6.43474500422429,6.35813653943861,6.31365552358519,6.35422365667036,6.46024793844687
ENSG00000049245,6.03827104943469,6.05073724038557,6.10425508872168,6.80342475551136,6.41056322838791,6.58074674343434
ENSG00000049246,5.2859628134135,5.31759842575988,5.26573802782212,3.14373052214288,3.62951742205832,3.76327470389285
ENSG00000049247,-5.46306856862671,-5.3802379322025,-5.24502614009577,1.96629426142318,-3.24084729752508,-3.90206121329233
ENSG00000049249,4.73045679187451,4.69524121728552,4.59575178349928,3.2106501142322,2.21201166718873,1.05213509709455
ENSG00000116288,7.8830295819231,7.82906311383165,7.88699153961761,7.8620067698025,7.73198892965349,7.80946237260198
ENSG00000116285,4.22168005179492,4.22894080593948,4.29993829269347,4.26872618068475,4.25580678506841,4.13685777599998
ENSG00000162426,2.87232178606722,2.71251920871736,2.08589073801884,4.09363947412665,3.73414081446684,3.7727195496773
ENSG00000142599,7.43155975274795,7.50106725321155,7.23904148233643,7.46715618745999,7.63674359658632,7.45310632246796
ENSG00000074800,10.4956880308795,10.536924329546,10.4676351932437,9.57203477366516,9.86089862662202,9.76493941622905
ENSG00000142583,-5.46306856862671,-3.05830983731513,-3.66006363937462,-0.860556836260221,-1.86233567427135,-3.16509561912612
ENSG00000180758,3.14795622868065,3.15503744441831,3.06331289004363,3.61440448067068,3.47888375922477,3.44075424806886
ENSG00000049239,6.49584658746464,6.45383802123239,6.30812313550278,7.23370940002829,6.87990897545339,6.9194470545158
ENSG00000171621,2.32483399076473,2.0376145826834,1.85300594286475,2.8917839837929,2.70868763549193,2.4377887895923
ENSG00000171612,3.83842762635584,3.86055339995946,3.83445864373104,3.93447781416151,3.7658995349155,3.86391546753295
ENSG00000188807,5.64218521107418,5.7496890013079,5.53222917509615,5.5601052122125,5.55681422832868,5.57164453632709
ENSG00000171608,4.13125603529814,4.23631091157649,3.97171971809953,5.24796762051795,5.41521997620052,5.19684815460912
ENSG00000171603,8.01000294568074,8.02981585487307,7.81988499660319,8.68330356353778,8.27021348726824,8.23823602082375
ENSG00000178585,5.4505688594224,5.52740387146303,5.27755539115906,5.90131095022632,5.65941574604389,5.63126851901351
ENSG00000162441,5.91468422639551,6.03814178716246,6.08084144047965,5.55206341301293,5.78650583640501,5.76741443425377
ENSG00000173614,3.04868408514067,3.12358780579325,2.91988078657992,3.83193412876538,3.47888375922477,3.36159922641586
ENSG00000162444,-3.14114047373934,-3.79527543148134,-2.43767121803817,-2.08294925759667,-1.17045796963369,-0.532827403626607
ENSG00000130939,6.51385349922437,6.49282161545897,6.45757946201448,6.32219220553968,6.53624359860679,6.44186472538415
ENSG00000054523,7.91020443579537,7.94013955962878,7.95357237138927,7.12677485872105,7.61697822639797,7.62329645959622
ENSG00000142657,7.63939929373262,7.67046101222753,7.68256665930379,8.24585031399598,8.07735654635217,7.99716981451828
ENSG00000175279,0.803717972068195,1.0954954987639,1.26276850010292,0.677863078523905,0.459592420616009,0.395619335348359
ENSG00000241563,-1.21514105518312,-1.29277509095216,-1.33813554448725,-0.609018069264257,-0.353322026783496,-1.09470629123472
ENSG00000160049,7.11223430644668,7.08098569541087,7.10563684827649,6.81018370458451,7.00541826143763,6.97368813812773
ENSG00000142655,4.94738278287729,5.07200330822832,4.92113694255034,5.23396076252407,5.0998929831051,4.8825736322652
ENSG00000130940,3.74394575155083,3.87950533148828,3.64675756312254,2.76393402864757,3.21530173712291,3.3299599092419
ENSG00000120948,7.18820740471993,7.16158468922167,7.33452551271079,6.75520415182928,6.97031094975517,6.94994803103559
ENSG00000009724,1.45579466864789,1.49012678738091,1.6004639108486,1.75835299638427,1.83810404386974,2.2203354180674
ENSG00000116649,6.5030763447189,6.45304750338198,6.15638673861841,6.05489577285172,6.06794676969139,6.15095958976437
ENSG00000171824,6.60738784731794,6.66790832201706,6.67569887965541,6.05489577285172,6.31565875714684,6.41346577082117
ENSG00000198793,7.41517397524256,7.47715995949879,7.45519681070348,6.46008256265857,6.85058808879852,6.80213063970987
ENSG00000171819,-2.6557136465691,-3.79527543148134,-3.66006363937462,-0.394893263911409,-1.17045796963369,-1.2390962005699
ENSG00000120942,4.94313643679215,4.95849845037142,4.93860924137745,4.44583040773136,4.55746248492951,4.64868557209092
ENSG00000204624,3.97780059898416,4.32193475316305,4.29993829269347,2.00451358365367,3.02593924316982,3.33634352603275
ENSG00000116661,4.2146510730143,4.31499035929325,3.88683082051302,6.45405338057842,5.51337213561006,5.67221693639819
ENSG00000132879,5.76394562502243,5.81882089145052,5.56152348189019,6.09197642490401,5.92456222279474,5.88093699562809
ENSG00000116663,2.02074720863755,2.07097317962983,1.69748836524347,3.27460274702141,2.45403289527411,2.16402797716545
ENSG00000116670,6.48127746551113,6.5255251174003,6.33476118943122,6.27704426908134,6.27603459329611,6.27494298136861
ENSG00000162490,3.85660355232029,4.02702983204223,3.75778887551128,3.96387159915632,3.7387208025701,3.78210296513594
ENSG00000177674,4.42415204684168,4.30100047957531,4.14514281610441,4.70857543535922,4.65760293528278,4.78093337038936
ENSG00000177000,5.43855258971941,5.58048806263656,5.37610997317887,5.96083753906669,6.17320364720096,6.18141811403952
ENSG00000011021,5.5277445105269,5.71713583678773,5.67755826261789,5.73510026525717,6.13636323286347,6.12261676042333
ENSG00000175206,-0.33378555168174,0.234471911912711,0.482894314467427,-0.208480139680528,0.777074610472179,1.40779404929446
ENSG00000116685,6.34388375958403,6.35320115069694,6.20360642763478,6.69512787193869,6.33544807880311,6.17074132125188
ENSG00000083444,7.398212234962,7.53620139037828,7.35186242693219,9.02332286088666,8.27711729131383,8.19058582765106
ENSG00000116688,7.47706146785474,7.46505608707626,7.4517240964264,7.13379660059864,7.21386325466114,7.22313697776943
ENSG00000116691,5.38163719578523,5.42953019650792,5.24782848007897,4.95291899035818,4.90991544683033,5.03947552512308
ENSG00000028137,0.765750121869174,0.848580758293384,0.309562711581865,0.419551082932514,0.666043298083435,0.127686130101726
ENSG00000048707,6.0162064616235,5.97014881011035,5.90662468987765,5.84318198014196,6.04871055082848,5.91225421049548
ENSG00000162496,0.946322367510995,0.642129880825958,0.637616909266069,5.54883409987748,4.1463084201379,3.68039443181826
ENSG00000204518,-5.46306856862671,-5.3802379322025,-5.24502614009577,0.419551082932514,-2.10334377377515,-3.16509561912612
ENSG00000116731,5.81363745126572,5.89879220424715,5.89644241529731,5.81388767334793,6.23852879363658,6.27161592301109
ENSG00000189337,4.08189586416253,4.0227740913725,3.63455710951701,3.96387159915632,4.25899858955812,4.01481347088881
ENSG00000171729,5.693646575598,5.87183611059369,5.65054914228491,5.46736999924858,5.54770791740378,5.65060788422195
ENSG00000142621,2.12938846864137,2.38131330024198,2.23878963716848,2.68376367996359,2.74556363772696,2.78443931389089
ENSG00000142634,5.01367763531276,5.06581147451405,4.94849922040544,5.30458944255884,5.30527546133271,5.2366372303965
ENSG00000162438,-2.00363694998941,-1.9208063135652,-2.43767121803817,-0.729312302981968,-1.47531255116211,-0.532827403626607
ENSG00000132906,4.08189586416253,4.12953707212444,4.07915440652297,5.00097322594842,4.73757716791577,4.79490631294196
ENSG00000116138,4.91739249646227,4.93604359954372,5.05074279432474,5.14480037390929,5.12809561687987,5.23834254388216
ENSG00000116771,2.06831289188961,1.67504450329869,1.44147438708745,1.34703858314815,1.06658122766716,1.08283189431747
ENSG00000197312,5.693646575598,5.77014403661535,5.87844865814837,5.33302719065179,5.71393062747998,5.55805333792146
ENSG00000116786,6.90407312592566,6.94647242614446,6.79560606046648,6.55568777091854,6.49690705483519,6.50130593521761
ENSG00000162461,2.36347991866421,2.50850531669576,2.04959460879585,2.21473129104402,2.50868697014418,2.5408822825564
ENSG00000162458,5.83899910389981,5.913808381069,5.75567812891547,7.28215805549029,7.09118925083657,6.90018586670616
ENSG00000233954,7.35730986769698,7.32949210434113,7.36622924860357,7.17783962675296,7.2318435417177,7.205373841455
ENSG00000065526,7.39937507358559,7.41031420560288,7.34345427273399,6.38239039750053,7.04293560499844,6.95928421703686
ENSG00000116809,5.73966747462346,5.83104201527951,5.66411690724413,5.5028478946033,5.46995913617427,5.44149466124441
ENSG00000173641,-0.418674449268253,0.401121781322163,-0.852708717317012,1.84515782392155,1.53525669054808,1.38334100556992
ENSG00000185519,1.4072961509567,1.0954954987639,1.32482946823518,2.0958538951921,1.93707049467076,1.56825872148771
ENSG00000142627,5.95214503013858,6.04864561980769,5.78357063697134,6.10082395000905,5.81606132079817,5.59579062365879
ENSG00000142632,3.88344516453893,3.95291741810812,3.90217878484646,4.60666052734367,4.23326421641732,4.06948234065845
ENSG00000132881,2.83613944976057,2.81451892221975,2.70334109148891,2.56090693217806,2.30141075224183,2.67788321266221
ENSG00000037637,5.25203544060946,5.27529279095315,5.33145820670108,4.86476884235011,4.92606895404489,5.02571674879002
ENSG00000055070,7.40941393948002,7.41559880873115,7.24557407292382,7.06142574285855,7.07090101747988,7.01953181673784
ENSG00000157191,6.16765359347713,6.11211601295737,6.0432632020852,6.73900183996443,6.49216802416088,6.44629810671946
ENSG00000219481,6.06196277649729,6.02968330904718,5.96747024509818,5.2198165802038,5.64728709082779,5.7768323055826
ENSG00000058453,6.22561885459583,6.21268622342514,6.01765600226639,5.91517100918511,6.11450379889973,6.05649150213869
ENSG00000117122,6.58371440172964,6.63691845418062,6.54654377203111,8.84342910865044,7.91207127861154,7.72044824139101
ENSG00000159363,6.27966190789247,6.31455522279745,6.07521030514588,6.12920933110299,6.23852879363658,6.27411193581516
ENSG00000117118,5.68350010711408,5.58193509890721,5.64599805005373,5.39548332297068,5.34786733805718,5.34507513202565
ENSG00000117115,-2.6557136465691,-1.9208063135652,-2.43767121803817,0.0325279598232672,-1.03921343635543,-2.02759209537619
ENSG00000179051,8.16844956317506,8.2230406776659,8.2057984838008,7.31103698554271,7.5148748561172,7.33534794594985
ENSG00000074964,5.15439889666749,5.32798379783586,5.12892651527442,5.41689662948654,5.69048118736871,5.61035005497674
ENSG00000159423,3.57310504392678,3.41742359365126,3.36599865721158,3.69841045592799,3.51136607034006,3.31710730716984
ENSG00000169991,1.61374702842412,1.65318506933495,1.93488294991916,1.40533722371281,1.3320423708955,1.14233290606613
ENSG00000127481,8.7852296555728,8.84459281212525,8.79534920843633,8.58918138617323,8.89235914741892,8.88618130770044
ENSG00000127463,6.72335522891224,6.74614389834015,6.74897365169675,7.18149334262993,6.70371836389974,6.68696566015305
ENSG00000053372,6.24472192690212,6.245927387702,6.34602863394101,5.14265987642332,5.65336416401269,5.60903252516746
ENSG00000162482,-0.605087573499134,0.0460268224996015,-0.490138637932304,-0.609018069264257,-0.518381273053992,-0.129471709395398
ENSG00000053371,4.63627924177649,4.91323371663564,4.69895377424797,4.54964210608224,4.61588945859403,4.58845543547453
ENSG00000040487,4.52419544344583,4.65730902175968,4.37519368541171,4.17548591366531,4.27800253118261,4.36316312363229
ENSG00000077549,6.98943008906608,7.06140945805112,6.93519384207442,7.05802248975873,7.0749815529997,7.09958154659013
ENSG00000173436,3.81538088959377,3.807114140998,4.09704852790337,3.57049298100725,3.59961593634446,3.80989249286581
ENSG00000158747,6.77264652613519,6.91294629855701,6.70589421193432,6.37602689298921,6.61682273843739,6.70680961853307
ENSG00000158748,3.4347768873788,3.63378253811244,3.44497183132367,2.23094151822528,3.04824940489491,2.96830350629108
ENSG00000162542,1.04472607157199,1.30626259498072,0.482894314467427,2.21473129104402,1.35608784486215,1.33315524840171
ENSG00000169914,5.02778230811359,5.21688349658707,5.10037910662202,4.36367458474001,4.84130174382879,4.95072835831012
ENSG00000162545,5.3832053427232,5.39042596071426,5.34836498269596,4.74571617070635,4.80463935883438,4.6690593622752
ENSG00000090432,5.423390127077,5.44392527754166,5.46836037484126,5.84186324600911,5.60275974896548,5.73153952217679
ENSG00000183114,-0.177666349764458,-0.170784566573547,-0.997098626652187,1.78054874249847,1.57677595998635,1.14233290606613
ENSG00000158828,4.01468969781718,3.86531477405319,3.7062585748712,4.44929842632657,4.23001490188862,4.19421469776432
ENSG00000244038,7.90202355171976,7.93023284492511,7.86202742951245,9.04497343539565,8.21026076098095,8.18307924840944
ENSG00000117245,1.63496351433382,1.96849022202858,1.26276850010292,2.44061269846034,2.77261496228148,2.79374705611712
ENSG00000189410,0.264851885936493,-0.0948357133402482,0.427399201875723,0.0325279598232672,1.12372513477077,1.30739215233662
ENSG00000127483,7.98878645977105,8.00414111592713,8.10439332424527,7.91814612347295,7.82187346963996,7.82145753063054
ENSG00000075151,7.49312606046407,7.51249460040936,7.57335631494538,7.54255666050215,7.50684219855312,7.4497982304789
ENSG00000117298,7.30035130556538,7.39063239915504,7.27829077221698,8.38454308221901,7.98688896572916,7.84515273204921
ENSG00000142794,4.44231843639142,4.54011492321258,4.43972248032585,3.9735379337498,4.11494424922856,4.21514897135207
ENSG00000162551,2.65067359742248,2.63657035548406,2.13867815237828,1.31698134929197,2.30141075224183,1.89668057846057
ENSG00000076864,5.57927481116698,5.52740387146303,5.3009036289897,4.51696358459046,5.11582474668701,4.88910167526269
ENSG00000090686,6.75640249876765,6.72534324907494,6.7581403665694,6.4686522049685,6.73900656963866,6.69692175774377
ENSG00000142798,5.40034339031493,5.43113676130745,5.05303642762324,5.4792931666244,5.88275682661587,5.73032819125685
ENSG00000070831,7.53428735639367,7.42530443215623,7.55769215588741,8.12663948972814,8.00006326070536,8.08318777847194
ENSG00000162552,-2.00363694998941,-1.9208063135652,-5.24502614009577,-0.860556836260221,-2.39285039097013,-3.16509561912612
ENSG00000184677,6.40305122467636,6.44988109324202,6.42607258565269,6.2799686519223,6.39831249758489,6.51121410787456
ENSG00000070886,2.15898325082967,2.0376145826834,2.08589073801884,-0.860556836260221,1.83810404386974,1.33315524840171
ENSG00000133216,6.01215820911556,6.07354712329366,6.02117477240319,5.00333442948841,5.75407179119003,5.6734780335422
ENSG00000004487,8.0827405687399,8.15540196079054,8.25220199054634,7.35930312684201,7.83235704597337,7.78400153660309
ENSG00000169641,5.8795617300517,5.90227137403834,5.94788307901624,5.88347608241517,6.17404930668642,6.13273774928494
ENSG00000179546,-5.46306856862671,-5.3802379322025,-3.66006363937462,-1.79344264040168,-1.31484787896886,-0.963461757956469
ENSG00000125944,8.38838768840663,8.40101931354692,8.53664093309505,7.7658475329312,8.1620581715212,8.13994009298681
ENSG00000125945,4.34589560629255,4.47618759642303,4.49475446967749,4.57843298476307,4.61090174389097,4.56418522690128
ENSG00000204219,-0.253615202997757,0.0460268224996015,0.0403760787664761,1.28628455206905,1.49250704308874,1.19947681316974
ENSG00000088280,5.47871267365182,5.65662251447055,5.41229230948552,6.34564355157364,6.18415874395985,6.05165023906919
ENSG00000007968,6.06782541256722,6.22755470971671,6.09649268314947,4.24896292586332,5.19960664629795,5.12123110796443
ENSG00000117318,6.89090525319146,6.78686655017744,6.47564564672978,4.91328882360713,3.9860465160463,3.51015576692414
ENSG00000142676,9.14501295317991,9.0636768792696,9.15458557933865,9.38912100697823,9.28442880034204,9.26467724218196
ENSG00000011007,6.42757571499238,6.50736349230621,6.52605060016703,5.97894691961842,6.23529132795062,6.2362105868799
ENSG00000057757,5.6513244862406,5.54234647051117,5.5775446908544,5.50618168012119,5.27406396733627,5.38102713973168
ENSG00000011009,7.21882865815953,7.24889097182568,7.11060025354214,7.0928081891478,6.91371768492915,6.94890693769011
ENSG00000117308,5.32074819069348,5.40357882711769,5.17808977005133,6.21727617623538,5.81280712007806,5.76741443425377
ENSG00000117305,3.99431231044583,4.01422476240782,4.06103554933257,5.60432921246918,4.81768567267653,4.85838153270431
ENSG00000179163,3.88344516453893,3.6112839138732,3.98619504061541,6.13244891713689,4.64057261056732,4.53949972850628
ENSG00000189266,6.24902848246084,6.17578906052218,6.35720876124529,6.03772062904359,6.16386852907155,6.20078934855145
ENSG00000188529,7.62720928823069,7.59686307456861,7.73493487512706,6.83955255674127,7.22083677284359,7.15975997782431
ENSG00000185436,2.36347991866421,2.39454912739868,2.23878963716848,2.90194385001312,3.07021980473051,2.8121843043738
ENSG00000001460,3.7536772895686,3.87950533148828,3.68866451485646,4.21269214577042,4.19711279080939,4.26619303516547
ENSG00000001461,4.19692732380327,4.11361751703833,4.05189006678352,5.15120287720225,4.75124131148891,4.68415308363829
ENSG00000117602,4.19692732380327,4.25093912350148,4.18751576029249,4.78741546198674,5.13158249480901,5.10636740877825
ENSG00000133226,6.86139328735061,6.91466994875116,6.93829908442884,6.60004532608501,6.86112837342415,6.82500834473138
ENSG00000169504,6.88980248605129,6.7956234513628,6.94448958970442,7.79646381271295,7.7451369100805,7.7380330576862
ENSG00000020633,-1.21514105518312,-1.47334733659398,-1.78559452145847,-2.93094616415162,-0.518381273053992,-2.31709871257117
ENSG00000117614,5.5404493434819,5.47385124766808,5.61217733141239,6.13997978083389,5.54770791740378,5.64932662744067
ENSG00000117616,6.02326368414196,6.06839463552806,5.84309955209243,6.79390871131737,6.47785680814981,6.57805577498638
ENSG00000187010,-0.418674449268253,-0.426041621815621,-1.54458642195468,0.301714592638656,-0.205223387794362,-1.09470629123472
ENSG00000183726,6.34468883496256,6.27663379341148,6.30523966677297,7.41312777360592,6.94774154818226,6.97879774163029
